INT	INT	INT	INT	INT	FLOAT	FLOAT	INT	INT	FLOAT	FLOAT	INT	INT	FLOAT	FLOAT	INT	INT	FLOAT	FLOAT	INT	INT	FLOAT	FLOAT	INT	INT	FLOAT	FLOAT	INT	INT	FLOAT	FLOAT	INT	INT	FLOAT	FLOAT	INT	INT	FLOAT	FLOAT	INT	INT	FLOAT	FLOAT	INT	INT	FLOAT	FLOAT
1280	71	8	15203413	304068	84	1	15203413	304068	84	1	29860597	597211	84	1	7647226	152944	84	1	9376955	187539	84	1	11522115	230442	84	1	11522115	230442	84	1	6735405	134708	84	1	11246921	224938	84	1	9136362	182727	84	1	10942051	218841	84	1
1281	72	8	15559743	311194	85.5	1	15559743	311194	85.5	1	30560455	611209	85.5	1	7826458	156529	85.5	1	9596728	191934	85.5	1	11792165	235843	85.5	1	11792165	235843	85.5	1	6893266	137865	85.5	1	11510521	230210	85.5	1	9350496	187009	85.5	1	11198506	223970	85.5	1
1282	73	8	15916073	318321	87	1	15916073	318321	87	1	31260312	625206	87	1	8005689	160113	87	1	9816500	196330	87	1	12062214	241244	87	1	12062214	241244	87	1	7051127	141022	87	1	11774120	235482	87	1	9564629	191292	87	1	11454960	229099	87	1
1283	74	8	16272403	325448	88.5	1	16272403	325448	88.5	1	31960170	639203	88.5	1	8184921	163698	88.5	1	10036273	200725	88.5	1	12332264	246645	88.5	1	12332264	246645	88.5	1	7208989	144179	88.5	1	12037720	240754	88.5	1	9778763	195575	88.5	1	11711414	234228	88.5	1
1284	75	8	16628733	332574	90	1	16628733	332574	90	1	32660028	653200	90	1	8364153	167283	90	1	10256045	205120	90	1	12602313	252046	90	1	12602313	252046	90	1	7366850	147337	90	1	12301320	246026	90	1	9992896	199857	90	1	11967869	239357	90	1
1285	76	8	16985064	339701	91.5	1	16985064	339701	91.5	1	33359886	667197	91.5	1	8543385	170867	91.5	1	10475817	209516	91.5	1	12872363	257447	91.5	1	12872363	257447	91.5	1	7524711	150494	91.5	1	12564919	251298	91.5	1	10207030	204140	91.5	1	12224323	244486	91.5	1
1286	77	8	17341394	346827	93	1	17341394	346827	93	1	34059743	681194	93	1	8722617	174452	93	1	10695590	213911	93	1	13142413	262848	93	1	13142413	262848	93	1	7682572	153651	93	1	12828519	256570	93	1	10421163	208423	93	1	12480777	249615	93	1
1287	78	8	17697724	353954	94.5	1	17697724	353954	94.5	1	34759601	695192	94.5	1	8901849	178036	94.5	1	10915362	218307	94.5	1	13412462	268249	94.5	1	13412462	268249	94.5	1	7840433	156808	94.5	1	13092119	261842	94.5	1	10635297	212705	94.5	1	12737232	254744	94.5	1
1288	79	8	18054054	361081	96	1	18054054	361081	96	1	35459459	709189	96	1	9081081	181621	96	1	11135135	222702	96	1	13682512	273650	96	1	13682512	273650	96	1	7998294	159965	96	1	13355719	267114	96	1	10849430	216988	96	1	12993686	259873	96	1
1289	80	8	18410384	368207	97.5	1	18410384	368207	97.5	1	36159317	723186	97.5	1	9260312	185206	97.5	1	11354907	227098	97.5	1	13952561	279051	97.5	1	13952561	279051	97.5	1	8156155	163123	97.5	1	13619318	272386	97.5	1	11063564	221271	97.5	1	13250140	265002	97.5	1
1290	81	8	18766714	375334	99	1	18766714	375334	99	1	36859174	737183	99	1	9439544	188790	99	1	11574679	231493	99	1	14222611	284452	99	1	14222611	284452	99	1	8314016	166280	99	1	13882918	277658	99	1	11277697	225553	99	1	13506595	270131	99	1
1291	82	8	19123044	382460	100.5	1	19123044	382460	100.5	1	37559032	751180	100.5	1	9618776	192375	100.5	1	11794452	235889	100.5	1	14492661	289853	100.5	1	14492661	289853	100.5	1	8471877	169437	100.5	1	14146518	282930	100.5	1	11491831	229836	100.5	1	13763049	275260	100.5	1
1292	83	8	19479374	389587	102	1	19479374	389587	102	1	38258890	765177	102	1	9798008	195960	102	1	12014224	240284	102	1	14762710	295254	102	1	14762710	295254	102	1	8629738	172594	102	1	14410117	288202	102	1	11705964	234119	102	1	14019503	280390	102	1
1293	84	8	19835704	396714	103.5	1	19835704	396714	103.5	1	38958748	779174	103.5	1	9977240	199544	103.5	1	12233997	244679	103.5	1	15032760	300655	103.5	1	15032760	300655	103.5	1	8787599	175751	103.5	1	14673717	293474	103.5	1	11920098	238401	103.5	1	14275958	285519	103.5	1
1294	85	8	20192034	403840	105	1	20192034	403840	105	1	39658605	793172	105	1	10156472	203129	105	1	12453769	249075	105	1	15302809	306056	105	1	15302809	306056	105	1	8945460	178909	105	1	14937317	298746	105	1	12134231	242684	105	1	14532412	290648	105	1
1295	86	8	20548364	410967	106.5	1	20548364	410967	106.5	1	40358463	807169	106.5	1	10335704	206714	106.5	1	12673541	253470	106.5	1	15572859	311457	106.5	1	15572859	311457	106.5	1	9103321	182066	106.5	1	15200917	304018	106.5	1	12348365	246967	106.5	1	14788866	295777	106.5	1
1296	87	8	20904694	418093	108	1	20904694	418093	108	1	41058321	821166	108	1	10514935	210298	108	1	12893314	257866	108	1	15842908	316858	108	1	15842908	316858	108	1	9261182	185223	108	1	15464516	309290	108	1	12562498	251249	108	1	15045321	300906	108	1
1297	88	8	21261024	425220	109.5	1	21261024	425220	109.5	1	41758179	835163	109.5	1	10694167	213883	109.5	1	13113086	262261	109.5	1	16112958	322259	109.5	1	16112958	322259	109.5	1	9419044	188380	109.5	1	15728116	314562	109.5	1	12776632	255532	109.5	1	15301775	306035	109.5	1
1298	89	8	21617354	432347	111	1	21617354	432347	111	1	42458036	849160	111	1	10873399	217467	111	1	13332859	266657	111	1	16383008	327660	111	1	16383008	327660	111	1	9576905	191538	111	1	15991716	319834	111	1	12990765	259815	111	1	15558229	311164	111	1
1299	90	8	21973684	439473	112.5	1	21973684	439473	112.5	1	43157894	863157	112.5	1	11052631	221052	112.5	1	13552631	271052	112.5	1	16653057	333061	112.5	1	16653057	333061	112.5	1	9734766	194695	112.5	1	16255315	325106	112.5	1	13204899	264097	112.5	1	15814684	316293	112.5	1
1300	91	8	22330014	446600	114	1	22330014	446600	114	1	43857752	877155	114	1	11231863	224637	114	1	13772403	275448	114	1	16923107	338462	114	1	16923107	338462	114	1	9892627	197852	114	1	16518915	330378	114	1	13419032	268380	114	1	16071138	321422	114	1
1301	92	8	22686344	453726	115.5	1	22686344	453726	115.5	1	44557610	891152	115.5	1	11411095	228221	115.5	1	13992176	279843	115.5	1	17193156	343863	115.5	1	17193156	343863	115.5	1	10050488	201009	115.5	1	16782515	335650	115.5	1	13633166	272663	115.5	1	16327592	326551	115.5	1
1302	93	8	23042674	460853	117	1	23042674	460853	117	1	45257467	905149	117	1	11590327	231806	117	1	14211948	284238	117	1	17463206	349264	117	1	17463206	349264	117	1	10208349	204166	117	1	17046115	340922	117	1	13847299	276945	117	1	16584047	331680	117	1
1303	94	8	23399004	467980	118.5	1	23399004	467980	118.5	1	45957325	919146	118.5	1	11769559	235391	118.5	1	14431721	288634	118.5	1	17733256	354665	118.5	1	17733256	354665	118.5	1	10366210	207324	118.5	1	17309714	346194	118.5	1	14061433	281228	118.5	1	16840501	336810	118.5	1
1304	95	8	23755334	475106	120	1	23755334	475106	120	1	46657183	933143	120	1	11948790	238975	120	1	14651493	293029	120	1	18003305	360066	120	1	18003305	360066	120	1	10524071	210481	120	1	17573314	351466	120	1	14275566	285511	120	1	17096955	341939	120	1
1305	96	8	24111664	482233	121.5	1	24111664	482233	121.5	1	47357041	947140	121.5	1	12128022	242560	121.5	1	14871266	297425	121.5	1	18273355	365467	121.5	1	18273355	365467	121.5	1	10681932	213638	121.5	1	17836914	356738	121.5	1	14489700	289794	121.5	1	17353410	347068	121.5	1
1306	97	8	24467994	489359	123	1	24467994	489359	123	1	48056899	961137	123	1	12307254	246145	123	1	15091038	301820	123	1	18543404	370868	123	1	18543404	370868	123	1	10839793	216795	123	1	18100513	362010	123	1	14703833	294076	123	1	17609864	352197	123	1
1307	98	8	24824324	496486	124.5	1	24824324	496486	124.5	1	48756756	975135	124.5	1	12486486	249729	124.5	1	15310810	306216	124.5	1	18813454	376269	124.5	1	18813454	376269	124.5	1	10997654	219953	124.5	1	18364113	367282	124.5	1	14917967	298359	124.5	1	17866318	357326	124.5	1
1308	99	8	25180654	503613	126	1	25180654	503613	126	1	49456614	989132	126	1	12665718	253314	126	1	15530583	310611	126	1	19083503	381670	126	1	19083503	381670	126	1	11155515	223110	126	1	18627713	372554	126	1	15132100	302642	126	1	18122773	362455	126	1
1309	100	8	25536984	510739	127.5	1	25536984	510739	127.5	1	50156472	1003129	127.5	1	12844950	256899	127.5	1	15750355	315007	127.5	1	19353553	387071	127.5	1	19353553	387071	127.5	1	11313376	226267	127.5	1	18891313	377826	127.5	1	15346234	306924	127.5	1	18379227	367584	127.5	1
1310	101	8	25893314	517866	129	1	25893314	517866	129	1	50856330	1017126	129	1	13024182	260483	129	1	15970128	319402	129	1	19623603	392472	129	1	19623603	392472	129	1	11471237	229424	129	1	19154912	383098	129	1	15560367	311207	129	1	18635681	372713	129	1
1311	102	8	26249644	524992	130.5	1	26249644	524992	130.5	1	51556187	1031123	130.5	1	13203413	264068	130.5	1	16189900	323798	130.5	1	19893652	397873	130.5	1	19893652	397873	130.5	1	11629099	232581	130.5	1	19418512	388370	130.5	1	15774501	315490	130.5	1	18892136	377842	130.5	1
1312	103	8	26605974	532119	132	1	26605974	532119	132	1	52256045	1045120	132	1	13382645	267652	132	1	16409672	328193	132	1	20163702	403274	132	1	20163702	403274	132	1	11786960	235739	132	1	19682112	393642	132	1	15988634	319772	132	1	19148590	382971	132	1
1313	104	8	26962304	539246	133.5	1	26962304	539246	133.5	1	52955903	1059118	133.5	1	13561877	271237	133.5	1	16629445	332588	133.5	1	20433751	408675	133.5	1	20433751	408675	133.5	1	11944821	238896	133.5	1	19945712	398914	133.5	1	16202768	324055	133.5	1	19405044	388100	133.5	1
1314	105	8	27437411	548748	135	1	27437411	548748	135	1	53889046	1077780	135	1	13800853	276017	135	1	16922475	338449	135	1	20793817	415876	135	1	20793817	415876	135	1	12155302	243106	135	1	20297178	405943	135	1	16488279	329765	135	1	19746983	394939	135	1
1315	106	8	27912517	558250	136.5	1	27912517	558250	136.5	1	54822190	1096443	136.5	1	14039829	280796	136.5	1	17215504	344310	136.5	1	21153884	423077	136.5	1	21153884	423077	136.5	1	12365784	247315	136.5	1	20648644	412972	136.5	1	16773791	335475	136.5	1	20088923	401778	136.5	1
1316	107	8	28387624	567752	138	1	28387624	567752	138	1	55755334	1115106	138	1	14278805	285576	138	1	17508534	350170	138	1	21513950	430279	138	1	21513950	430279	138	1	12576265	251525	138	1	21000110	420002	138	1	17059302	341186	138	1	20430862	408617	138	1
1317	108	8	28862731	577254	139.5	1	28862731	577254	139.5	1	56688477	1133769	139.5	1	14517780	290355	139.5	1	17801564	356031	139.5	1	21874016	437480	139.5	1	21874016	437480	139.5	1	12786746	255734	139.5	1	21351577	427031	139.5	1	17344813	346896	139.5	1	20772801	415456	139.5	1
1318	109	8	29337837	586756	141	1	29337837	586756	141	1	57621621	1152432	141	1	14756756	295135	141	1	18094594	361891	141	1	22234082	444681	141	1	22234082	444681	141	1	12997228	259944	141	1	21703043	434060	141	1	17630325	352606	141	1	21114740	422294	141	1
1319	110	8	29812944	596258	142.5	1	29812944	596258	142.5	1	58554765	1171095	142.5	1	14995732	299914	142.5	1	18387624	367752	142.5	1	22594148	451882	142.5	1	22594148	451882	142.5	1	13207709	264154	142.5	1	22054509	441090	142.5	1	17915836	358316	142.5	1	21456679	429133	142.5	1
1320	111	8	30288051	605761	144	1	30288051	605761	144	1	59487908	1189758	144	1	15234708	304694	144	1	18680654	373613	144	1	22954214	459084	144	1	22954214	459084	144	1	13418191	268363	144	1	22405976	448119	144	1	18201347	364026	144	1	21798618	435972	144	1
1321	112	8	30763157	615263	145.5	1	30763157	615263	145.5	1	60421052	1208421	145.5	1	15473684	309473	145.5	1	18973684	379473	145.5	1	23314280	466285	145.5	1	23314280	466285	145.5	1	13628672	272573	145.5	1	22757442	455148	145.5	1	18486859	369737	145.5	1	22140557	442811	145.5	1
1322	113	8	31238264	624765	147	1	31238264	624765	147	1	61354196	1227083	147	1	15712660	314253	147	1	19266714	385334	147	1	23674346	473486	147	1	23674346	473486	147	1	13839154	276783	147	1	23108908	462178	147	1	18772370	375447	147	1	22482496	449649	147	1
1323	114	8	31713371	634267	148.5	1	31713371	634267	148.5	1	62287339	1245746	148.5	1	15951635	319032	148.5	1	19559743	391194	148.5	1	24034412	480688	148.5	1	24034412	480688	148.5	1	14049635	280992	148.5	1	23460374	469207	148.5	1	19057881	381157	148.5	1	22824436	456488	148.5	1
1324	115	8	32188477	643769	150	1	32188477	643769	150	1	63220483	1264409	150	1	16190611	323812	150	1	19852773	397055	150	1	24394479	487889	150	1	24394479	487889	150	1	14260116	285202	150	1	23811841	476236	150	1	19343393	386867	150	1	23166375	463327	150	1
1325	116	8	32663584	653271	151.5	1	32663584	653271	151.5	1	64153627	1283072	151.5	1	16429587	328591	151.5	1	20145803	402916	151.5	1	24754545	495090	151.5	1	24754545	495090	151.5	1	14470598	289411	151.5	1	24163307	483266	151.5	1	19628904	392578	151.5	1	23508314	470166	151.5	1
1326	117	8	33138691	662773	153	1	33138691	662773	153	1	65086770	1301735	153	1	16668563	333371	153	1	20438833	408776	153	1	25114611	502292	153	1	25114611	502292	153	1	14681079	293621	153	1	24514773	490295	153	1	19914415	398288	153	1	23850253	477005	153	1
1327	118	8	33613798	672275	154.5	1	33613798	672275	154.5	1	66019914	1320398	154.5	1	16907539	338150	154.5	1	20731863	414637	154.5	1	25474677	509493	154.5	1	25474677	509493	154.5	1	14891561	297831	154.5	1	24866240	497324	154.5	1	20199927	403998	154.5	1	24192192	483843	154.5	1
1328	119	8	34088904	681778	156	1	34088904	681778	156	1	66953058	1339061	156	1	17146514	342930	156	1	21024893	420497	156	1	25834743	516694	156	1	25834743	516694	156	1	15102042	302040	156	1	25217706	504354	156	1	20485438	409708	156	1	24534131	490682	156	1
1329	120	8	34564011	691280	157.5	1	34564011	691280	157.5	1	67886201	1357724	157.5	1	17385490	347709	157.5	1	21317923	426358	157.5	1	26194809	523896	157.5	1	26194809	523896	157.5	1	15312524	306250	157.5	1	25569172	511383	157.5	1	20770949	415418	157.5	1	24876070	497521	157.5	1
1330	121	8	35039118	700782	159	1	35039118	700782	159	1	68819345	1376386	159	1	17624466	352489	159	1	21610953	432219	159	1	26554875	531097	159	1	26554875	531097	159	1	15523005	310460	159	1	25920638	518412	159	1	21056461	421129	159	1	25218009	504360	159	1
1331	122	8	35514224	710284	160.5	1	35514224	710284	160.5	1	69752489	1395049	160.5	1	17863442	357268	160.5	1	21903982	438079	160.5	1	26914941	538298	160.5	1	26914941	538298	160.5	1	15733486	314669	160.5	1	26272105	525442	160.5	1	21341972	426839	160.5	1	25559948	511198	160.5	1
1332	123	8	35989331	719786	162	1	35989331	719786	162	1	70685633	1413712	162	1	18102418	362048	162	1	22197012	443940	162	1	27275007	545500	162	1	27275007	545500	162	1	15943968	318879	162	1	26623571	532471	162	1	21627483	432549	162	1	25901888	518037	162	1
1333	124	8	36464438	729288	163.5	1	36464438	729288	163.5	1	71618776	1432375	163.5	1	18341394	366827	163.5	1	22490042	449800	163.5	1	27635074	552701	163.5	1	27635074	552701	163.5	1	16154449	323088	163.5	1	26975037	539500	163.5	1	21912995	438259	163.5	1	26243827	524876	163.5	1
1334	125	8	36939544	738790	165	1	36939544	738790	165	1	72551920	1451038	165	1	18580369	371607	165	1	22783072	455661	165	1	27995140	559902	165	1	27995140	559902	165	1	16364931	327298	165	1	27326504	546530	165	1	22198506	443970	165	1	26585766	531715	165	1
1335	126	8	37414651	748293	166.5	1	37414651	748293	166.5	1	73485064	1469701	166.5	1	18819345	376386	166.5	1	23076102	461522	166.5	1	28355206	567104	166.5	1	28355206	567104	166.5	1	16575412	331508	166.5	1	27677970	553559	166.5	1	22484017	449680	166.5	1	26927705	538554	166.5	1
1336	127	8	37889758	757795	168	1	37889758	757795	168	1	74418207	1488364	168	1	19058321	381166	168	1	23369132	467382	168	1	28715272	574305	168	1	28715272	574305	168	1	16785894	335717	168	1	28029436	560588	168	1	22769529	455390	168	1	27269644	545392	168	1
1337	128	8	38364864	767297	169.5	1	38364864	767297	169.5	1	75351351	1507027	169.5	1	19297297	385945	169.5	1	23662162	473243	169.5	1	29075338	581506	169.5	1	29075338	581506	169.5	1	16996375	339927	169.5	1	28380903	567618	169.5	1	23055040	461100	169.5	1	27611583	552231	169.5	1
1338	129	8	38839971	776799	171	1	38839971	776799	171	1	76284495	1525689	171	1	19536273	390725	171	1	23955192	479103	171	1	29435404	588708	171	1	29435404	588708	171	1	17206856	344137	171	1	28732369	574647	171	1	23340551	466811	171	1	27953522	559070	171	1
1339	130	8	39315078	786301	172.5	1	39315078	786301	172.5	1	77217638	1544352	172.5	1	19775248	395504	172.5	1	24248221	484964	172.5	1	29795470	595909	172.5	1	29795470	595909	172.5	1	17417338	348346	172.5	1	29083835	581676	172.5	1	23626063	472521	172.5	1	28295461	565909	172.5	1
1340	131	8	39790184	795803	174	1	39790184	795803	174	1	78150782	1563015	174	1	20014224	400284	174	1	24541251	490825	174	1	30155536	603110	174	1	30155536	603110	174	1	17627819	352556	174	1	29435301	588706	174	1	23911574	478231	174	1	28637401	572748	174	1
1341	132	8	40265291	805305	175.5	1	40265291	805305	175.5	1	79083926	1581678	175.5	1	20253200	405064	175.5	1	24834281	496685	175.5	1	30515602	610312	175.5	1	30515602	610312	175.5	1	17838301	356766	175.5	1	29786768	595735	175.5	1	24197085	483941	175.5	1	28979340	579586	175.5	1
1342	133	8	40740398	814807	177	1	40740398	814807	177	1	80017069	1600341	177	1	20492176	409843	177	1	25127311	502546	177	1	30875669	617513	177	1	30875669	617513	177	1	18048782	360975	177	1	30138234	602764	177	1	24482597	489651	177	1	29321279	586425	177	1
1343	134	8	41215504	824310	178.5	1	41215504	824310	178.5	1	80950213	1619004	178.5	1	20731152	414623	178.5	1	25420341	508406	178.5	1	31235735	624714	178.5	1	31235735	624714	178.5	1	18259264	365185	178.5	1	30489700	609794	178.5	1	24768108	495362	178.5	1	29663218	593264	178.5	1
1344	135	8	41690611	833812	180	1	41690611	833812	180	1	81883357	1637667	180	1	20970128	419402	180	1	25713371	514267	180	1	31595801	631916	180	1	31595801	631916	180	1	18469745	369394	180	1	30841167	616823	180	1	25053619	501072	180	1	30005157	600103	180	1
1345	136	8	42165718	843314	181.5	1	42165718	843314	181.5	1	82816500	1656330	181.5	1	21209103	424182	181.5	1	26006401	520128	181.5	1	31955867	639117	181.5	1	31955867	639117	181.5	1	18680226	373604	181.5	1	31192633	623852	181.5	1	25339131	506782	181.5	1	30347096	606941	181.5	1
1346	137	8	42640825	852816	183	1	42640825	852816	183	1	83749644	1674992	183	1	21448079	428961	183	1	26299431	525988	183	1	32315933	646318	183	1	32315933	646318	183	1	18890708	377814	183	1	31544099	630881	183	1	25624642	512492	183	1	30689035	613780	183	1
1347	138	8	43115931	862318	184.5	1	43115931	862318	184.5	1	84682788	1693655	184.5	1	21687055	433741	184.5	1	26592460	531849	184.5	1	32675999	653519	184.5	1	32675999	653519	184.5	1	19101189	382023	184.5	1	31895565	637911	184.5	1	25910153	518203	184.5	1	31030974	620619	184.5	1
1348	139	8	43591038	871820	186	1	43591038	871820	186	1	85615931	1712318	186	1	21926031	438520	186	1	26885490	537709	186	1	33036065	660721	186	1	33036065	660721	186	1	19311671	386233	186	1	32247032	644940	186	1	26195665	523913	186	1	31372913	627458	186	1
1349	140	8	44066145	881322	187.5	1	44066145	881322	187.5	1	86549075	1730981	187.5	1	22165007	443300	187.5	1	27178520	543570	187.5	1	33396131	667922	187.5	1	33396131	667922	187.5	1	19522152	390443	187.5	1	32598498	651969	187.5	1	26481176	529623	187.5	1	31714853	634297	187.5	1
1350	141	8	44541251	890825	189	1	44541251	890825	189	1	87482219	1749644	189	1	22403982	448079	189	1	27471550	549431	189	1	33756197	675123	189	1	33756197	675123	189	1	19732634	394652	189	1	32949964	658999	189	1	26766687	535333	189	1	32056792	641135	189	1
1351	142	8	45016358	900327	190.5	1	45016358	900327	190.5	1	88415362	1768307	190.5	1	22642958	452859	190.5	1	27764580	555291	190.5	1	34116264	682325	190.5	1	34116264	682325	190.5	1	19943115	398862	190.5	1	33301431	666028	190.5	1	27052199	541043	190.5	1	32398731	647974	190.5	1
1352	143	8	45491465	909829	192	1	45491465	909829	192	1	89348506	1786970	192	1	22881934	457638	192	1	28057610	561152	192	1	34476330	689526	192	1	34476330	689526	192	1	20153597	403071	192	1	33652897	673057	192	1	27337710	546754	192	1	32740670	654813	192	1
1353	144	8	45966571	919331	193.5	1	45966571	919331	193.5	1	90281650	1805633	193.5	1	23120910	462418	193.5	1	28350640	567012	193.5	1	34836396	696727	193.5	1	34836396	696727	193.5	1	20364078	407281	193.5	1	34004363	680087	193.5	1	27623221	552464	193.5	1	33082609	661652	193.5	1
1354	145	8	46441678	928833	195	1	46441678	928833	195	1	91214793	1824295	195	1	23359886	467197	195	1	28643669	572873	195	1	35196462	703929	195	1	35196462	703929	195	1	20574559	411491	195	1	34355829	687116	195	1	27908733	558174	195	1	33424548	668490	195	1
1355	146	8	46916785	938335	196.5	1	46916785	938335	196.5	1	92147937	1842958	196.5	1	23598862	471977	196.5	1	28936699	578733	196.5	1	35556528	711130	196.5	1	35556528	711130	196.5	1	20785041	415700	196.5	1	34707296	694145	196.5	1	28194244	563884	196.5	1	33766487	675329	196.5	1
1356	147	8	47391891	947837	198	1	47391891	947837	198	1	93081081	1861621	198	1	23837837	476756	198	1	29229729	584594	198	1	35916594	718331	198	1	35916594	718331	198	1	20995522	419910	198	1	35058762	701175	198	1	28479755	569595	198	1	34108426	682168	198	1
1357	148	8	47866998	957339	199.5	1	47866998	957339	199.5	1	94014224	1880284	199.5	1	24076813	481536	199.5	1	29522759	590455	199.5	1	36276660	725533	199.5	1	36276660	725533	199.5	1	21206004	424120	199.5	1	35410228	708204	199.5	1	28765267	575305	199.5	1	34450366	689007	199.5	1
1358	149	8	48342105	966842	201	1	48342105	966842	201	1	94947368	1898947	201	1	24315789	486315	201	1	29815789	596315	201	1	36636726	732734	201	1	36636726	732734	201	1	21416485	428329	201	1	35761695	715233	201	1	29050778	581015	201	1	34792305	695846	201	1
