INT	INT	INT	STRING	STRING	STRING	STRING	STRING	STRING	STRING	INT	INT	INT	INT	INT	STRING	STRING	INT	INT	INT	INT
ID	分类 ID（互斥用）	PRI优先级	图标文件名	触发特效ID	触发特效的音效ID	触发特效的绑定点	持续性特效ID	持续特效的音效ID	持续性特效的绑定点	死后是否保留	是否可以被技能驱散	是否是负面效果	是否可以被手动取消	是否为线性特效	线性特效的绑定点	效果说明$1$	特殊坐骑效果	置顶显示	预留	预留
5958	5958	1000	ShenFenItem05_11							0	0	0	0	0		被星火石影响，隐身效果暂时失效	-1	0	1	1	
5959	5959	1000	PetSkill4_6				npc_妖塔入口开启_火		身体中心点	0	0	0	0	0		已开启	-1	1	1	1	
5960	5960	1000	PetSkill5_1				npc_龙塔入口开启		身体中心点	0	0	0	0	0		已开启	-1	1	1	1	
5961	5961	7600	Buff0_11				hd_石灰包受击		头顶状态点	0	0	1	0	0		超级石灰包：昏迷，移动不能，操作不能，可被攻击，可被打醒	-1	0	1	1	
5962	5962	1000	Buff0_4				hj_boss巴蛇24_技能1流血buff		身体中心点	0	0	1	0	0		百毒万侵持续伤害	-1	0	1	1	
5963	5963	1000	Buff0_4				boss_横公24_流血buff		身体中心点	0	0	1	0	0		池鱼笼鸟持续伤害	-1	0	1	1	
5964	5964	1000	ShenFenItem03_6				buff_无敌药01		脚下光圈点	1	0	0	0	0		乾坤无极丹：无敌	-1	0	1	1	
5965	5965	1000	PetSkill4_6				npc_妖塔入口开启_木		身体中心点	0	0	0	0	0		已开启	-1	1	1	1	
5966	5966	1000	PetSkill4_6				npc_妖塔入口开启_水		身体中心点	0	0	0	0	0		已开启	-1	1	1	1	
5967	5967	1000	Buff0_4				boss_血鹫24_技能一流血buff		身体中心点	0	0	1	0	0		飞沙走石持续伤害	-1	0	1	1	
5968	5968	1000	ShenFenItem06_8				buff_工程加工相关_获得青龙战旗特效		脚下光圈点	0	0	0	0	0		范围内同小队少侠造成的伤害提升	-1	0	1	1	
5969	5969	1000	ShenFenItem06_10				buff_工程加工相关_获得白虎战旗特效		脚下光圈点	0	0	0	0	0		范围内同小队少侠命中率提升	-1	0	1	1	
5970	5970	1000	Buff0_11				boss_大司命_技能2_BUFF特效		身体受击点	0	0	1	0	0		盗影奉行特效	-1	0	1	1	
5971	5971	1000	Buff0_11				buff_工程加工相关_青龙战旗特效		脚下光圈点	0	0	0	0	0		青龙战旗特效	-1	0	1	1	
5972	5972	1000	Buff0_11				buff_白虎战旗特效		脚下光圈点	0	0	0	0	0		白虎战旗特效	-1	0	1	1	
5973	5973	1000	FightSkillTianShan_4				buff_工程加工相关_获得追风战旗特效		脚下光圈点	0	0	0	1	0		追风令旗：移动速度提升。	-1	0	1	1	
5974	5974	7500	FightSkillShaoLin2_3							0	0	0	1	0		霹雳子：免疫霹雳子的负面状态	-1	0	1	1	
5975	5975	2200	ShenFenItem03_7							0	1	0	1	0		辣椒炒肉：持续回血	-1	0	1	1	
5976	5976	2200	ShenFenItem03_8							0	1	0	1	0		油焖笋：持续回气	-1	0	1	1	
5977	5977	2200	ShenFenItem03_9							0	1	0	1	0		木须肉：增加血上限	-1	0	1	1	
5978	5978	2200	ShenFenItem03_10							0	1	0	1	0		肉末茄子：增加命中	-1	0	1	1	
5979	5979	2200	ShenFenItem03_14							0	1	0	1	0		叉烧肉：持续回血	-1	0	1	1	
5980	5980	2200	ShenFenItem10_2							0	1	0	1	0		香菇油菜：持续回气	-1	0	1	1	
5981	5981	2200	ShenFenItem03_15							0	1	0	1	0		酱油蒸肉：增加血上限	-1	0	1	1	
5982	5982	2200	ShenFenItem03_16							0	1	0	1	0		冰镇绿豆糕：增加冰攻击	-1	0	1	1	
5983	5983	2200	ShenFenItem04_1							0	1	0	1	0		红烧龙鲤鱼：增加火攻击	-1	0	1	1	
5984	5984	2200	ShenFenItem04_2							0	1	0	1	0		莲子海鲜羹：增加玄攻击	-1	0	1	1	
5985	5985	2200	ShenFenItem04_3							0	1	0	1	0		双椒炝菌丝：增加毒攻击	-1	0	1	1	
5986	5986	2200	ShenFenItem04_6							0	1	0	1	0		香煎鳕鱼：持续回血	-1	0	1	1	
5987	5987	2200	ShenFenItem04_7							0	1	0	1	0		清炒甘蓝：持续回气	-1	0	1	1	
5988	5988	2200	ShenFenItem04_8							0	1	0	1	0		板栗烧鸡：增加血上限	-1	0	1	1	
5989	5989	2200	ShenFenItem04_4							0	1	0	1	0		玉带虾仁：增加血上限、闪避	-1	0	1	1	
5990	5990	2200	ShenFenItem04_5							0	1	0	1	0		糖醋猪排：增加血上限、会心防御	-1	0	1	1	
5991	5991	2200	ShenFenItem05_7							0	1	0	1	0		金汤佛跳墙：增加血上限、受到伤害降低	-1	0	1	1	
5992	5992	2200	ShenFenItem01_15				buff_制药相关_减冰抗		身体中心点	0	1	0	1	0		上品摧寒丹：降低目标冰抗下限	-1	1	1	1	
5993	5993	2200	ShenFenItem01_16				buff_制药相关_减火抗		身体中心点	0	1	0	1	0		上品炼焰丹：降低目标火抗下限	-1	1	1	1	
5994	5994	2200	ShenFenItem02_1				buff_制药相关_减玄抗		身体中心点	0	1	0	1	0		上品玄冥散：降低目标玄抗下限	-1	1	1	1	
5995	5995	2200	ShenFenItem02_2				buff_制药相关_减毒抗		身体中心点	0	1	0	1	0		上品毒霜丸：降低目标毒抗下限	-1	1	1	1	
5996	5996	2200	ShenFenItem02_10				buff_制药相关_减冰抗		身体中心点	0	1	0	1	0		极品摧寒丹：降低目标冰抗下限	-1	1	1	1	
5997	5997	2200	ShenFenItem02_11				buff_制药相关_减火抗		身体中心点	0	1	0	1	0		极品炼焰丹：降低目标火抗下限	-1	1	1	1	
5998	5998	2200	ShenFenItem02_12				buff_制药相关_减玄抗		身体中心点	0	1	0	1	0		极品玄冥散：降低目标玄抗下限	-1	1	1	1	
5999	5999	2200	ShenFenItem02_13				buff_制药相关_减毒抗		身体中心点	0	1	0	1	0		极品毒霜丸：降低目标毒抗下限	-1	1	1	1	
6000	6000	2200	ShenFenItem02_6							0	1	0	1	0		凝神丸：增加命中率	-1	0	1	1	
6001	6001	2200	ShenFenItem02_7							0	1	0	1	0		神行散：增加闪避率	-1	0	1	1	
6002	6002	2200	ShenFenItem02_8							0	1	0	1	0		决心丹：增加会心率	-1	0	1	1	
6003	6003	2200	ShenFenItem02_9							0	1	0	1	0		破岳散：增加会心一击伤害	-1	0	1	1	
6004	6004	2200	ShenFenItem02_5							0	1	0	1	0		龙隐丹：进入隐身状态，移动速度降低	-1	0	1	1	
6005	99	2200	RideHeader11_5							0	0	0	1	0		坐骑：海波晏。您已激活的坐骑中最高移动速度+10%。	99	0	1	1	
6006	99	2200	RideHeader11_5							0	0	0	1	0		坐骑：海波晏。您已激活的坐骑中最高移动速度+20%。	99	0	1	1	
6007	99	2200	RideHeader11_5							0	0	0	1	0		坐骑：海波晏。您已激活的坐骑中最高移动速度+40%。	99	0	1	1	
6008	99	2200	RideHeader11_5							0	0	0	1	0		坐骑：海波晏。您已激活的坐骑中最高移动速度+70%。	99	0	1	1	
6009	99	2200	RideHeader11_5							0	0	0	1	0		坐骑：海波晏。您已激活的坐骑中最高移动速度+75%。	99	0	1	1	
6010	99	2200	RideHeader11_5							0	0	0	1	0		坐骑：海波晏。您已激活的坐骑中最高移动速度+80%。	99	0	1	1	
6011	99	2200	RideHeader11_5							0	0	0	1	0		坐骑：海波晏。您已激活的坐骑中最高移动速度+85%。	99	0	1	1	
6012	269	500	CircularTaskTool138_14	g01_buff108		脚下光圈点				0	0	0	1	0		流年韶景顾，风华为少年。正处于10岁至19岁，少年阶段。#r使用鼠标右键点击该图标可以解除此状态。	-1	0	1	1	
6013	269	500	CircularTaskTool138_14	g01_buff108		脚下光圈点				0	0	0	1	0		流年韶景顾，桃李正年华。正处于20岁至29岁，桃李阶段。#r使用鼠标右键点击该图标可以解除此状态。	-1	0	1	1	
6014	269	500	CircularTaskTool138_14	g01_buff108		脚下光圈点				0	0	0	1	0		流年韶景顾，而立亦可期。正处于30岁至39岁，而立阶段。#r使用鼠标右键点击该图标可以解除此状态。	-1	0	1	1	
6015	269	500	CircularTaskTool138_14	g01_buff108		脚下光圈点				0	0	0	1	0		流年韶景顾，不惑别风采。正处于40岁至49岁，不惑阶段。#r使用鼠标右键点击该图标可以解除此状态。	-1	0	1	1	
6016	269	500	CircularTaskTool138_14	g01_buff108		脚下光圈点				0	0	0	1	0		流年韶景顾，天命尤华章。正处于50岁至59岁，天命阶段。#r使用鼠标右键点击该图标可以解除此状态。	-1	0	1	1	
6017	6017	1000	Buff19_9				buff_阵营_白凤营		脚下光圈点	0	0	0	1	0		白凤营：作为白凤营的一员参与群雄逐鹿战场的战斗	-1	0	1	1	
6018	6018	1000	Buff19_8				buff_阵营_赤凤营		脚下光圈点	0	0	0	1	0		赤凤营：作为赤凤营的一员参与群雄逐鹿战场的战斗	-1	0	1	1	
6019	6019	1000	Buff19_7				buff_阵营_青凤营		脚下光圈点	0	0	0	1	0		青凤营：作为青凤营的一员参与群雄逐鹿战场的战斗	-1	0	1	1	
6020	6020	1000	Buff19_6				buff_阵营_玄凤营		脚下光圈点	0	0	0	1	0		玄凤营：作为玄凤营的一员参与群雄逐鹿战场的战斗	-1	0	1	1	
6021	99	2200	RideHeader9_16							0	0	0	1	0		坐骑：飞凰羽翼。您已激活的坐骑中最高移动速度+10%。	99	0	1	1	
6022	99	2200	RideHeader9_16							0	0	0	1	0		坐骑：飞凰羽翼。您已激活的坐骑中最高移动速度+20%。	99	0	1	1	
6023	99	2200	RideHeader9_16							0	0	0	1	0		坐骑：飞凰羽翼。您已激活的坐骑中最高移动速度+40%。	99	0	1	1	
6024	99	2200	RideHeader9_16							0	0	0	1	0		坐骑：飞凰羽翼。您已激活的坐骑中最高移动速度+70%。	99	0	1	1	
6025	99	2200	RideHeader9_16							0	0	0	1	0		坐骑：飞凰羽翼。您已激活的坐骑中最高移动速度+75%。	99	0	1	1	
6026	99	2200	RideHeader9_16							0	0	0	1	0		坐骑：飞凰羽翼。您已激活的坐骑中最高移动速度+80%。	99	0	1	1	
6027	99	2200	RideHeader9_16							0	0	0	1	0		坐骑：飞凰羽翼。您已激活的坐骑中最高移动速度+85%。	99	0	1	1	
6028	99	2200	RideHeader4_9							0	0	0	1	0		坐骑：暗魅鹰。您已激活的坐骑中最高移动速度+90%。	99	0	1	1	
6029	99	2200	RideHeader3_16							0	0	0	1	0		坐骑：巴天虎。您已激活的坐骑中最高移动速度+90%。	99	0	1	1	
6030	99	2200	RideHeader6_6							0	0	0	1	0		坐骑：霸世羽龙。您已激活的坐骑中最高移动速度+90%。	99	0	1	1	
6031	99	2200	RideHeader1_10							0	0	0	1	0		坐骑：白雕。您已激活的坐骑中最高移动速度+90%。	99	0	1	1	
6032	99	2200	RideHeader1_14							0	0	0	1	0		坐骑：白虎。您已激活的坐骑中最高移动速度+90%。	99	0	1	1	
6033	99	2200	RideHeader1_8							0	0	0	1	0		坐骑：白狼。您已激活的坐骑中最高移动速度+90%。	99	0	1	1	
6034	99	2200	RideHeader1_6							0	0	0	1	0		坐骑：白鹿。您已激活的坐骑中最高移动速度+90%。	99	0	1	1	
6035	99	2200	RideHeader1_12							0	0	0	1	0		坐骑：白骆驼。您已激活的坐骑中最高移动速度+90%。	99	0	1	1	
6036	99	2200	RideHeader1_4							0	0	0	1	0		坐骑：白牦牛。您已激活的坐骑中最高移动速度+90%。	99	0	1	1	
6037	99	2200	RideHeader2_4							0	0	0	1	0		坐骑：白狮。您已激活的坐骑中最高移动速度+90%。	99	0	1	1	
6038	99	2200	RideHeader2_15							0	0	0	1	0		坐骑：犀牛。您已激活的坐骑中最高移动速度+90%。	99	0	1	1	
6039	99	2200	RideHeader3_1							0	0	0	1	0		坐骑：白云。您已激活的坐骑中最高移动速度+90%。	99	0	1	1	
6040	99	2200	Ride2_5							0	0	0	1	0		坐骑：碧水金睛兽。您已激活的坐骑中最高移动速度+90%。	99	0	1	1	
6041	99	2200	RideHeader7_8							0	0	0	1	0		坐骑：彩凤呈祥。您已激活的坐骑中最高移动速度+90%。	99	0	1	1	
6042	99	2200	RideHeader5_12							0	0	0	1	0		坐骑：赤麟白泽。您已激活的坐骑中最高移动速度+90%。	99	0	1	1	
6043	99	2200	RideHeader4_8							0	0	0	1	0		坐骑：赤魅鹰。您已激活的坐骑中最高移动速度+90%。	99	0	1	1	
6044	99	2200	RideHeader11_3							0	0	0	1	0		坐骑：赤兔。您已激活的坐骑中最高移动速度+90%。	99	0	1	1	
6045	99	2200	RideHeader11_2							0	0	0	1	0		坐骑：赤影。您已激活的坐骑中最高移动速度+90%。	99	0	1	1	
6046	99	2200	CircularTaskTool90_3							0	0	0	1	0		坐骑：垂云翼。您已激活的坐骑中最高移动速度+90%。	99	0	1	1	
6047	99	2200	RideHeader5_2							0	0	0	1	0		坐骑：大漠金戈马。您已激活的坐骑中最高移动速度+90%。	99	0	1	1	
6048	99	2200	RideHeader9_16							0	0	0	1	0		坐骑：飞凰羽翼。您已激活的坐骑中最高移动速度+90%。	99	0	1	1	
6049	99	2200	RideHeader1_9							0	0	0	1	0		坐骑：雕。您已激活的坐骑中最高移动速度+90%。	99	0	1	1	
6050	99	2200	RideHeader3_15							0	0	0	1	0		坐骑：蝶羽。您已激活的坐骑中最高移动速度+90%。	99	0	1	1	
6051	99	2200	RideHeader4_14							0	0	0	1	0		坐骑：渡情。您已激活的坐骑中最高移动速度+90%。	99	0	1	1	
6052	99	2200	RideHeader7_9							0	0	0	1	0		坐骑：飞凰引梦。您已激活的坐骑中最高移动速度+90%。	99	0	1	1	
6053	99	2200	RideHeader2_7							0	0	0	1	0		坐骑：飞龙。您已激活的坐骑中最高移动速度+90%。	99	0	1	1	
6054	99	2200	RideHeader4_4							0	0	0	1	0		坐骑：飞龙椅。您已激活的坐骑中最高移动速度+90%。	99	0	1	1	
6055	99	2200	RideHeader11_4							0	0	0	1	0		坐骑：封霜仙客。您已激活的坐骑中最高移动速度+90%。	99	0	1	1	
6056	99	2200	RideHeader10_1							0	0	0	1	0		坐骑：凤凰座。您已激活的坐骑中最高移动速度+90%。	99	0	1	1	
6057	99	2200	RideHeader7_7							0	0	0	1	0		坐骑：凤栖云台。您已激活的坐骑中最高移动速度+90%。	99	0	1	1	
6058	99	2200	RideHeader10_14							0	0	0	1	0		坐骑：扶摇万里。您已激活的坐骑中最高移动速度+90%。	99	0	1	1	
6059	99	2200	RideHeader2_14							0	0	0	1	0		坐骑：符文骑士。您已激活的坐骑中最高移动速度+90%。	99	0	1	1	
6060	99	2200	RideHeader11_5							0	0	0	1	0		坐骑：海波晏。您已激活的坐骑中最高移动速度+90%。	99	0	1	1	
6061	99	2200	RideHeader9_11							0	0	0	1	0		坐骑：憨宝熊。您已激活的坐骑中最高移动速度+90%。	99	0	1	1	
6062	99	2200	Ride2_15							0	0	0	1	0		坐骑：河马。您已激活的坐骑中最高移动速度+90%。	99	0	1	1	
6063	99	2200	RideHeader2_2							0	0	0	1	0		坐骑：鹤。您已激活的坐骑中最高移动速度+90%。	99	0	1	1	
6064	99	2200	RideHeader6_16							0	0	0	1	0		坐骑：黑天马。您已激活的坐骑中最高移动速度+90%。	99	0	1	1	
6065	99	2200	RideHeader3_2							0	0	0	1	0		坐骑：黑土。您已激活的坐骑中最高移动速度+90%。	99	0	1	1	
6066	99	2200	RideHeader1_15							0	0	0	1	0		坐骑：红白凤。您已激活的坐骑中最高移动速度+90%。	99	0	1	1	
6067	99	2200	RideHeader4_15							0	0	0	1	0		坐骑：红熊王。您已激活的坐骑中最高移动速度+90%。	99	0	1	1	
6068	99	2200	RideHeader1_13							0	0	0	1	0		坐骑：虎。您已激活的坐骑中最高移动速度+90%。	99	0	1	1	
6069	99	2200	Ride2_7							0	0	0	1	0		坐骑：花车。您已激活的坐骑中最高移动速度+90%。	99	0	1	1	
6070	99	2200	RideHeader1_1							0	0	0	1	0		坐骑：黄骠马。您已激活的坐骑中最高移动速度+90%。	99	0	1	1	
6071	99	2200	RideHeader1_7							0	0	0	1	0		坐骑：灰狼。您已激活的坐骑中最高移动速度+90%。	99	0	1	1	
6072	99	2200	RideHeader4_5							0	0	0	1	0		坐骑：火焰貂。您已激活的坐骑中最高移动速度+90%。	99	0	1	1	
6073	99	2200	RideHeader10_9							0	0	0	1	0		坐骑：寄居蟹。您已激活的坐骑中最高移动速度+90%。	99	0	1	1	
6074	99	2200	RideHeader5_1							0	0	0	1	0		坐骑：江南锁甲马。您已激活的坐骑中最高移动速度+90%。	99	0	1	1	
6075	99	2200	RideHeader2_1							0	0	0	1	0		坐骑：金翼鹤。您已激活的坐骑中最高移动速度+90%。	99	0	1	1	
6076	99	2200	RideHeader2_16							0	0	0	1	0		坐骑：巨人。您已激活的坐骑中最高移动速度+90%。	99	0	1	1	
6077	99	2200	RideHeader3_3							0	0	0	1	0		坐骑：巨猿。您已激活的坐骑中最高移动速度+90%。	99	0	1	1	
6078	99	2200	RideHeader4_11							0	0	0	1	0		坐骑：绝地。您已激活的坐骑中最高移动速度+90%。	99	0	1	1	
6079	99	2200	RideHeader6_8							0	0	0	1	0		坐骑：绝云焱龙。您已激活的坐骑中最高移动速度+90%。	99	0	1	1	
6080	99	2200	RideHeader10_10							0	0	0	1	0		坐骑：昆仑雪猿。您已激活的坐骑中最高移动速度+90%。	99	0	1	1	
6081	99	2200	RideHeader4_7							0	0	0	1	0		坐骑：雷刃兽。您已激活的坐骑中最高移动速度+90%。	99	0	1	1	
6082	99	2200	RideHeader3_12							0	0	0	1	0		坐骑：烈焰狮。您已激活的坐骑中最高移动速度+90%。	99	0	1	1	
6083	99	2200	RideHeader10_11							0	0	0	1	0		坐骑：烈焰追风。您已激活的坐骑中最高移动速度+90%。	99	0	1	1	
6084	99	2200	RideHeader10_6							0	0	0	1	0		坐骑：灵鹄。您已激活的坐骑中最高移动速度+90%。	99	0	1	1	
6085	99	2200	RideHeader5_13							0	0	0	1	0		坐骑：凌霄。您已激活的坐骑中最高移动速度+90%。	99	0	1	1	
6086	99	2200	RideHeader10_2							0	0	0	1	0		坐骑：翎月椅。您已激活的坐骑中最高移动速度+90%。	99	0	1	1	
6087	99	2200	RideHeader4_1							0	0	0	1	0		坐骑：羚羊。您已激活的坐骑中最高移动速度+90%。	99	0	1	1	
6088	99	2200	RideHeader7_6							0	0	0	1	0		坐骑：流霜灵驹。您已激活的坐骑中最高移动速度+90%。	99	0	1	1	
6089	99	2200	RideHeader3_5							0	0	0	1	0		坐骑：琉璃凤。您已激活的坐骑中最高移动速度+90%。	99	0	1	1	
6090	99	2200	RideHeader4_13							0	0	0	1	0		坐骑：六合舆。您已激活的坐骑中最高移动速度+90%。	99	0	1	1	
6091	99	2200	RideHeader3_10							0	0	0	1	0		坐骑：龙血马。您已激活的坐骑中最高移动速度+90%。	99	0	1	1	
6092	99	2200	RideHeader1_9							0	0	0	1	0		坐骑：陆行雕。您已激活的坐骑中最高移动速度+90%。	99	0	1	1	
6093	99	2200	RideHeader1_9							0	0	0	1	0		坐骑：陆行雕。您已激活的坐骑中最高移动速度+90%。	99	0	1	1	
6094	99	2200	RideHeader2_10							0	0	0	1	0		坐骑：陆吾。您已激活的坐骑中最高移动速度+90%。	99	0	1	1	
6095	99	2200	RideHeader2_10							0	0	0	1	0		坐骑：陆吾。您已激活的坐骑中最高移动速度+90%。	99	0	1	1	
6096	99	2200	RideHeader1_5							0	0	0	1	0		坐骑：鹿。您已激活的坐骑中最高移动速度+90%。	99	0	1	1	
6097	99	2200	RideHeader1_11							0	0	0	1	0		坐骑：骆驼。您已激活的坐骑中最高移动速度+90%。	99	0	1	1	
6098	99	2200	Ride2_11							0	0	0	1	0		坐骑：马车。您已激活的坐骑中最高移动速度+90%。	99	0	1	1	
6099	99	2200	RideHeader1_3							0	0	0	1	0		坐骑：牦牛。您已激活的坐骑中最高移动速度+90%。	99	0	1	1	
6100	99	2200	RideHeader9_5							0	0	0	1	0		坐骑：梦灵仙驹。您已激活的坐骑中最高移动速度+90%。	99	0	1	1	
6101	99	2200	RideHeader2_13							0	0	0	1	0		坐骑：木牛流马。您已激活的坐骑中最高移动速度+90%。	99	0	1	1	
6102	99	2200	Ride2_6							0	0	0	1	0		坐骑：年兽。您已激活的坐骑中最高移动速度+90%。	99	0	1	1	
6103	99	2200	RideHeader4_12							0	0	0	1	0		坐骑：蹑景。您已激活的坐骑中最高移动速度+90%。	99	0	1	1	
6104	99	2200	RideHeader4_12							0	0	0	1	0		坐骑：蹑景·典藏。您已激活的坐骑中最高移动速度+90%。	99	0	1	1	
6105	99	2200	RideHeader3_9							0	0	0	1	0		坐骑：七彩鹿。您已激活的坐骑中最高移动速度+90%。	99	0	1	1	
6106	99	2200	RideHeader11_1							0	0	0	1	0		坐骑：绮梦蝶。您已激活的坐骑中最高移动速度+90%。	99	0	1	1	
6107	99	2200	RideHeader1_2							0	0	0	1	0		坐骑：青白骢马。您已激活的坐骑中最高移动速度+90%。	99	0	1	1	
6108	99	2200	RideHeader1_16							0	0	0	1	0		坐骑：青凤。您已激活的坐骑中最高移动速度+90%。	99	0	1	1	
6109	99	2200	RideHeader5_13							0	0	0	1	0		坐骑：青麟白泽。您已激活的坐骑中最高移动速度+90%。	99	0	1	1	
6110	99	2200	RideHeader3_11							0	0	0	1	0		坐骑：青牦牛。您已激活的坐骑中最高移动速度+90%。	99	0	1	1	
6111	99	2200	RideHeader6_7							0	0	0	1	0		坐骑：青翼战龙。您已激活的坐骑中最高移动速度+90%。	99	0	1	1	
6112	99	2200	RideHeader4_16							0	0	0	1	0		坐骑：清客摇。您已激活的坐骑中最高移动速度+90%。	99	0	1	1	
6113	99	2200	RideHeader3_7							0	0	0	1	0		坐骑：如意虎。您已激活的坐骑中最高移动速度+90%。	99	0	1	1	
6114	99	2200	RideHeader2_8							0	0	0	1	0		坐骑：如意熊。您已激活的坐骑中最高移动速度+90%。	99	0	1	1	
6115	99	2200	RideHeader3_6							0	0	0	1	0		坐骑：瑞莲鹤。您已激活的坐骑中最高移动速度+90%。	99	0	1	1	
6116	99	2200	RideHeader3_14							0	0	0	1	0		坐骑：闪电貂。您已激活的坐骑中最高移动速度+90%。	99	0	1	1	
6117	99	2200	RideHeader10_12							0	0	0	1	0		坐骑：圣夜巡礼花车。您已激活的坐骑中最高移动速度+90%。	99	0	1	1	
6118	99	2200	CircularTaskTool90_13							0	0	0	1	0		坐骑：圣诞驯鹿。您已激活的坐骑中最高移动速度+90%。	99	0	1	1	
