INT	INT	INT	INT	INT	INT	INT	INT	INT	STRING	STRING	STRING	INT	STRING	STRING	INT	STRING	INT	STRING	INT	STRING	INT	STRING	INT	INT	INT	INT	INT	INT	INT	INT	INT	STRING	INT	STRING	INT	INT	STRING	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT
MissionIndex	MissionId	任务类型（客户端）	是否精英（客户端）	是否显示完成（客户端）	环数（客户端）	是否循环任务	完成任务的Npc的坐标(X)	完成任务的Npc的坐标(Y)	任务名称$1$	任务目标（客户端描述）$1$	任务详细描述$1$	是否有Continue	任务继续信息$1$	任务完成信息$1$	接受任务场景ID	接受任务NPC$1$	完成任务场景ID	完成任务NPC$1$	任务目标场景ID	任务目标NPC$1$	任务目标NPC是否动态	任务目标NPC对白$1$	任务需求等级	前续任务Id1	前续任务Id2	前续任务Id3	金钱奖励	交子奖励	经验奖励	关系值存储位置	关系值奖励	关系值奖励提示$1$	放弃任务关系值惩罚	关系值惩罚提示$1$	放弃任务后禁止接任务的时间存储位置	禁止的时间长度，秒	时间限制内接任务的提示$1$	固定物品奖励1	固定物品1奖励数量	固定物品奖励2	固定物品2奖励数量	固定物品奖励3	固定物品3奖励数量	固定物品奖励4	固定物品4奖励数量	固定物品奖励5	固定物品5奖励数量	可选物品奖励1	可选物品1奖励数量	可选物品奖励2	可选物品2奖励数量	可选物品奖励3	可选物品3奖励数量	可选物品奖励4	可选物品4奖励数量	可选物品奖励5	可选物品5奖励数量	隐藏奖励物品1	隐藏物品1奖励数量	隐藏奖励物品2	隐藏物品2奖励数量	隐藏奖励物品3	隐藏物品3奖励数量	送物种类数量（最多5）	第一个物品ID	第一个物品数量	物品是否在接任务时由NPC给予	第二个物品ID	第二个物品数量	物品是否在接任务时由NPC给予	第三个物品ID	第三个物品数量	物品是否在接任务时由NPC给予	第四个物品ID	第四个物品数量	物品是否在接任务时由NPC给予	MissionItem_HashTable列号	第五个物品数量	物品是否在接任务时由NPC给予	后续任务INDEX	预留	预留	预留
1018767	840	23	0	0	0	0	45	44	援助石林	#{YD_20080421_164}	#{YD_20080421_165}	0		#{YD_20080421_174}	12	张中行	26	秦红棉	26	秦红棉	0		55	-1	-1	-1	0	8647	34590	-1	0		0		0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	-1	-1	
1018768	841	23	0	0	0	0	164	159	援助草原	#{YD_20080421_166}	#{YD_20080421_167}	0		#{YD_20080421_174}	12	张中行	20	萧蔷	20	萧蔷	0		60	-1	-1	-1	0	6436	25744	-1	0		0		0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	-1	-1	
1018769	842	24	0	0	0	0	200	67	援助嵩山	#{YD_20080421_148}	#{YD_20080421_149}	0		#{YD_20080421_174}	13	本凡	3	柴进	3	柴进	0		15	-1	-1	-1	0	1133	6798	-1	0		0		0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	-1	-1	
1018770	843	24	0	0	0	0	163	262	援助西湖	#{YD_20080421_150}	#{YD_20080421_151}	0		#{YD_20080421_174}	13	本凡	30	苏飞	30	苏飞	0		20	-1	-1	-1	0	1744	10467	-1	0		0		0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	-1	-1	
1018771	844	24	0	0	0	0	206	49	援助洱海	#{YD_20080421_152}	#{YD_20080421_153}	0		#{YD_20080421_174}	13	本凡	24	刀尧	24	刀尧	0		25	-1	-1	-1	0	1686	10117	-1	0		0		0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	-1	-1	
1018772	845	24	0	0	0	0	242	74	援助雁南	#{YD_20080421_154}	#{YD_20080421_155}	0		#{YD_20080421_174}	13	本凡	18	周无畏	18	周无畏	0		30	-1	-1	-1	0	1738	6955	-1	0		0		0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	-1	-1	
1018773	846	24	0	0	0	0	150	122	援助龙泉	#{YD_20080421_156}	#{YD_20080421_157}	0		#{YD_20080421_174}	13	本凡	31	翁季之	31	翁季之	0		35	-1	-1	-1	0	3795	15182	-1	0		0		0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	-1	-1	
1018774	847	24	0	0	0	0	203	108	援助苍山	#{YD_20080421_158}	#{YD_20080421_159}	0		#{YD_20080421_174}	13	本凡	25	萨桑	25	萨桑	0		40	-1	-1	-1	0	4544	18176	-1	0		0		0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	-1	-1	
1018775	848	24	0	0	0	0	233	192	援助雁北	#{YD_20080421_160}	#{YD_20080421_161}	0		#{YD_20080421_174}	13	本凡	19	曲端	19	曲端	0		45	-1	-1	-1	0	3373	13497	-1	0		0		0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	-1	-1	
1018776	849	24	0	0	0	0	194	51	援助武夷	#{YD_20080421_162}	#{YD_20080421_163}	0		#{YD_20080421_174}	13	本凡	32	曲阳	32	曲阳	0		50	-1	-1	-1	0	6304	25216	-1	0		0		0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	-1	-1	
1018777	850	24	0	0	0	0	45	44	援助石林	#{YD_20080421_164}	#{YD_20080421_165}	0		#{YD_20080421_174}	13	本凡	26	秦红棉	26	秦红棉	0		55	-1	-1	-1	0	8647	34590	-1	0		0		0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	-1	-1	
1018778	851	24	0	0	0	0	164	159	援助草原	#{YD_20080421_166}	#{YD_20080421_167}	0		#{YD_20080421_174}	13	本凡	20	萧蔷	20	萧蔷	0		60	-1	-1	-1	0	6436	25744	-1	0		0		0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	-1	-1	
1018779	852	25	0	0	0	0	200	67	援助嵩山	#{YD_20080421_148}	#{YD_20080421_149}	0		#{YD_20080421_174}	14	秦观	3	柴进	3	柴进	0		15	-1	-1	-1	0	1133	6798	-1	0		0		0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	-1	-1	
1018780	853	25	0	0	0	0	163	262	援助西湖	#{YD_20080421_150}	#{YD_20080421_151}	0		#{YD_20080421_174}	14	秦观	30	苏飞	30	苏飞	0		20	-1	-1	-1	0	1744	10467	-1	0		0		0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	-1	-1	
1018781	854	25	0	0	0	0	206	49	援助洱海	#{YD_20080421_152}	#{YD_20080421_153}	0		#{YD_20080421_174}	14	秦观	24	刀尧	24	刀尧	0		25	-1	-1	-1	0	1686	10117	-1	0		0		0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	-1	-1	
1018782	855	25	0	0	0	0	242	74	援助雁南	#{YD_20080421_154}	#{YD_20080421_155}	0		#{YD_20080421_174}	14	秦观	18	周无畏	18	周无畏	0		30	-1	-1	-1	0	1738	6955	-1	0		0		0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	-1	-1	
1018783	856	25	0	0	0	0	150	122	援助龙泉	#{YD_20080421_156}	#{YD_20080421_157}	0		#{YD_20080421_174}	14	秦观	31	翁季之	31	翁季之	0		35	-1	-1	-1	0	3795	15182	-1	0		0		0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	-1	-1	
1018784	857	25	0	0	0	0	203	108	援助苍山	#{YD_20080421_158}	#{YD_20080421_159}	0		#{YD_20080421_174}	14	秦观	25	萨桑	25	萨桑	0		40	-1	-1	-1	0	4544	18176	-1	0		0		0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	-1	-1	
1018785	858	25	0	0	0	0	233	192	援助雁北	#{YD_20080421_160}	#{YD_20080421_161}	0		#{YD_20080421_174}	14	秦观	19	曲端	19	曲端	0		45	-1	-1	-1	0	3373	13497	-1	0		0		0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	-1	-1	
1018786	859	25	0	0	0	0	194	51	援助武夷	#{YD_20080421_162}	#{YD_20080421_163}	0		#{YD_20080421_174}	14	秦观	32	曲阳	32	曲阳	0		50	-1	-1	-1	0	6304	25216	-1	0		0		0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	-1	-1	
1018787	860	25	0	0	0	0	45	44	援助石林	#{YD_20080421_164}	#{YD_20080421_165}	0		#{YD_20080421_174}	14	秦观	26	秦红棉	26	秦红棉	0		55	-1	-1	-1	0	8647	34590	-1	0		0		0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	-1	-1	
1018788	861	25	0	0	0	0	164	159	援助草原	#{YD_20080421_166}	#{YD_20080421_167}	0		#{YD_20080421_174}	14	秦观	20	萧蔷	20	萧蔷	0		60	-1	-1	-1	0	6436	25744	-1	0		0		0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	-1	-1	
1018789	862	26	0	0	0	0	200	67	援助嵩山	#{YD_20080421_148}	#{YD_20080421_149}	0		#{YD_20080421_174}	15	孟龙	3	柴进	3	柴进	0		15	-1	-1	-1	0	1133	6798	-1	0		0		0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	-1	-1	
1018790	863	26	0	0	0	0	163	262	援助西湖	#{YD_20080421_150}	#{YD_20080421_151}	0		#{YD_20080421_174}	15	孟龙	30	苏飞	30	苏飞	0		20	-1	-1	-1	0	1744	10467	-1	0		0		0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	-1	-1	
1018791	864	26	0	0	0	0	206	49	援助洱海	#{YD_20080421_152}	#{YD_20080421_153}	0		#{YD_20080421_174}	15	孟龙	24	刀尧	24	刀尧	0		25	-1	-1	-1	0	1686	10117	-1	0		0		0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	-1	-1	
1018792	865	26	0	0	0	0	242	74	援助雁南	#{YD_20080421_154}	#{YD_20080421_155}	0		#{YD_20080421_174}	15	孟龙	18	周无畏	18	周无畏	0		30	-1	-1	-1	0	1738	6955	-1	0		0		0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	-1	-1	
1018793	866	26	0	0	0	0	150	122	援助龙泉	#{YD_20080421_156}	#{YD_20080421_157}	0		#{YD_20080421_174}	15	孟龙	31	翁季之	31	翁季之	0		35	-1	-1	-1	0	3795	15182	-1	0		0		0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	-1	-1	
1018794	867	26	0	0	0	0	203	108	援助苍山	#{YD_20080421_158}	#{YD_20080421_159}	0		#{YD_20080421_174}	15	孟龙	25	萨桑	25	萨桑	0		40	-1	-1	-1	0	4544	18176	-1	0		0		0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	-1	-1	
1018795	868	26	0	0	0	0	233	192	援助雁北	#{YD_20080421_160}	#{YD_20080421_161}	0		#{YD_20080421_174}	15	孟龙	19	曲端	19	曲端	0		45	-1	-1	-1	0	3373	13497	-1	0		0		0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	-1	-1	
1018796	869	26	0	0	0	0	194	51	援助武夷	#{YD_20080421_162}	#{YD_20080421_163}	0		#{YD_20080421_174}	15	孟龙	32	曲阳	32	曲阳	0		50	-1	-1	-1	0	6304	25216	-1	0		0		0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	-1	-1	
1018797	870	26	0	0	0	0	45	44	援助石林	#{YD_20080421_164}	#{YD_20080421_165}	0		#{YD_20080421_174}	15	孟龙	26	秦红棉	26	秦红棉	0		55	-1	-1	-1	0	8647	34590	-1	0		0		0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	-1	-1	
1018798	871	26	0	0	0	0	164	159	援助草原	#{YD_20080421_166}	#{YD_20080421_167}	0		#{YD_20080421_174}	15	孟龙	20	萧蔷	20	萧蔷	0		60	-1	-1	-1	0	6436	25744	-1	0		0		0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	-1	-1	
1018799	872	27	0	0	0	0	200	67	援助嵩山	#{YD_20080421_148}	#{YD_20080421_149}	0		#{YD_20080421_174}	16	王彦	3	柴进	3	柴进	0		15	-1	-1	-1	0	1133	6798	-1	0		0		0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	-1	-1	
1018800	873	27	0	0	0	0	163	262	援助西湖	#{YD_20080421_150}	#{YD_20080421_151}	0		#{YD_20080421_174}	16	王彦	30	苏飞	30	苏飞	0		20	-1	-1	-1	0	1744	10467	-1	0		0		0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	-1	-1	
1018801	874	27	0	0	0	0	206	49	援助洱海	#{YD_20080421_152}	#{YD_20080421_153}	0		#{YD_20080421_174}	16	王彦	24	刀尧	24	刀尧	0		25	-1	-1	-1	0	1686	10117	-1	0		0		0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	-1	-1	
1018802	875	27	0	0	0	0	242	74	援助雁南	#{YD_20080421_154}	#{YD_20080421_155}	0		#{YD_20080421_174}	16	王彦	18	周无畏	18	周无畏	0		30	-1	-1	-1	0	1738	6955	-1	0		0		0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	-1	-1	
1018803	876	27	0	0	0	0	150	122	援助龙泉	#{YD_20080421_156}	#{YD_20080421_157}	0		#{YD_20080421_174}	16	王彦	31	翁季之	31	翁季之	0		35	-1	-1	-1	0	3795	15182	-1	0		0		0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	-1	-1	
1018804	877	27	0	0	0	0	203	108	援助苍山	#{YD_20080421_158}	#{YD_20080421_159}	0		#{YD_20080421_174}	16	王彦	25	萨桑	25	萨桑	0		40	-1	-1	-1	0	4544	18176	-1	0		0		0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	-1	-1	
1018805	878	27	0	0	0	0	233	192	援助雁北	#{YD_20080421_160}	#{YD_20080421_161}	0		#{YD_20080421_174}	16	王彦	19	曲端	19	曲端	0		45	-1	-1	-1	0	3373	13497	-1	0		0		0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	-1	-1	
1018806	879	27	0	0	0	0	194	51	援助武夷	#{YD_20080421_162}	#{YD_20080421_163}	0		#{YD_20080421_174}	16	王彦	32	曲阳	32	曲阳	0		50	-1	-1	-1	0	6304	25216	-1	0		0		0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	-1	-1	
1018807	880	27	0	0	0	0	45	44	援助石林	#{YD_20080421_164}	#{YD_20080421_165}	0		#{YD_20080421_174}	16	王彦	26	秦红棉	26	秦红棉	0		55	-1	-1	-1	0	8647	34590	-1	0		0		0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	-1	-1	
1018808	881	28	0	0	0	0	164	159	援助草原	#{YD_20080421_166}	#{YD_20080421_167}	0		#{YD_20080421_174}	16	王彦	20	萧蔷	20	萧蔷	0		60	-1	-1	-1	0	6436	25744	-1	0		0		0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	-1	-1	
1018809	882	28	0	0	0	0	200	67	援助嵩山	#{YD_20080421_148}	#{YD_20080421_149}	0		#{YD_20080421_174}	17	符敏仪	3	柴进	3	柴进	0		15	-1	-1	-1	0	1133	6798	-1	0		0		0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	-1	-1	
1018810	883	28	0	0	0	0	163	262	援助西湖	#{YD_20080421_150}	#{YD_20080421_151}	0		#{YD_20080421_174}	17	符敏仪	30	苏飞	30	苏飞	0		20	-1	-1	-1	0	1744	10467	-1	0		0		0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	-1	-1	
1018811	884	28	0	0	0	0	206	49	援助洱海	#{YD_20080421_152}	#{YD_20080421_153}	0		#{YD_20080421_174}	17	符敏仪	24	刀尧	24	刀尧	0		25	-1	-1	-1	0	1686	10117	-1	0		0		0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	-1	-1	
1018812	885	28	0	0	0	0	242	74	援助雁南	#{YD_20080421_154}	#{YD_20080421_155}	0		#{YD_20080421_174}	17	符敏仪	18	周无畏	18	周无畏	0		30	-1	-1	-1	0	1738	6955	-1	0		0		0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	-1	-1	
1018813	886	28	0	0	0	0	150	122	援助龙泉	#{YD_20080421_156}	#{YD_20080421_157}	0		#{YD_20080421_174}	17	符敏仪	31	翁季之	31	翁季之	0		35	-1	-1	-1	0	3795	15182	-1	0		0		0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	-1	-1	
1018814	887	28	0	0	0	0	203	108	援助苍山	#{YD_20080421_158}	#{YD_20080421_159}	0		#{YD_20080421_174}	17	符敏仪	25	萨桑	25	萨桑	0		40	-1	-1	-1	0	4544	18176	-1	0		0		0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	-1	-1	
1018815	888	28	0	0	0	0	233	192	援助雁北	#{YD_20080421_160}	#{YD_20080421_161}	0		#{YD_20080421_174}	17	符敏仪	19	曲端	19	曲端	0		45	-1	-1	-1	0	3373	13497	-1	0		0		0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	-1	-1	
1018816	889	28	0	0	0	0	194	51	援助武夷	#{YD_20080421_162}	#{YD_20080421_163}	0		#{YD_20080421_174}	17	符敏仪	32	曲阳	32	曲阳	0		50	-1	-1	-1	0	6304	25216	-1	0		0		0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	-1	-1	
1018817	890	28	0	0	0	0	45	44	援助石林	#{YD_20080421_164}	#{YD_20080421_165}	0		#{YD_20080421_174}	17	符敏仪	26	秦红棉	26	秦红棉	0		55	-1	-1	-1	0	8647	34590	-1	0		0		0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	-1	-1	
1018818	891	28	0	0	0	0	164	159	援助草原	#{YD_20080421_166}	#{YD_20080421_167}	0		#{YD_20080421_174}	17	符敏仪	20	萧蔷	20	萧蔷	0		60	-1	-1	-1	0	6436	25744	-1	0		0		0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	-1	-1	
1018819	759	11	0	1	0	0	150	123	青铜武林印之管理员邀请函	#{FLS_090721_5}	#{FLS_090721_4}	1	#{FLS_090721_6}	#{FLS_090721_82}	0	周天师	2	祝富贵	2	祝富贵	0		30	-1	-1	-1	0	0	3000	-1	0		0		0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	-1	-1	
1018820	761	20	0	1	0	0	96	82	青铜武林印之相助师门	#{FLS_090721_13}	#{FLS_090721_12}	1	#{FLS_090721_22}	#{FLS_090721_83}	2	祝富贵	9	慧方	9	慧方	0		30	760	-1	-1	0	0	3000	-1	0		0		0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1039803	4	-1	-1	
1018821	762	22	0	1	0	0	98	105	青铜武林印之相助师门	#{FLS_090721_14}	#{FLS_090721_12}	1	#{FLS_090721_22}	#{FLS_090721_83}	2	祝富贵	11	林岩	11	林岩	0		30	760	-1	-1	0	0	3000	-1	0		0		0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1039805	4	-1	-1	
1018822	763	21	0	1	0	0	91	77	青铜武林印之相助师门	#{FLS_090721_15}	#{FLS_090721_12}	1	#{FLS_090721_22}	#{FLS_090721_83}	2	祝富贵	10	洪通	10	洪通	0		30	760	-1	-1	0	0	3000	-1	0		0		0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1039806	4	-1	-1	
1018823	764	23	0	1	0	0	78	95	青铜武林印之相助师门	#{FLS_090721_16}	#{FLS_090721_12}	1	#{FLS_090721_22}	#{FLS_090721_83}	2	祝富贵	12	张中行	12	张中行	0		30	760	-1	-1	0	0	3000	-1	0		0		0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1039807	4	-1	-1	
1018824	765	26	0	1	0	0	96	86	青铜武林印之相助师门	#{FLS_090721_17}	#{FLS_090721_12}	1	#{FLS_090721_22}	#{FLS_090721_83}	2	祝富贵	15	孟龙	15	孟龙	0		30	760	-1	-1	0	0	3000	-1	0		0		0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1039808	4	-1	-1	
1018825	766	27	0	1	0	0	96	92	青铜武林印之相助师门	#{FLS_090721_18}	#{FLS_090721_12}	1	#{FLS_090721_22}	#{FLS_090721_83}	2	祝富贵	16	王彦	16	王彦	0		30	760	-1	-1	0	0	3000	-1	0		0		0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1039809	4	-1	-1	
1018826	767	24	0	1	0	0	96	86	青铜武林印之相助师门	#{FLS_090721_19}	#{FLS_090721_12}	1	#{FLS_090721_22}	#{FLS_090721_83}	2	祝富贵	13	本凡	13	本凡	0		30	760	-1	-1	0	0	3000	-1	0		0		0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1039810	4	-1	-1	
